Bidder,Submission,Bid
pc-27,140,conflict
pc-27,160,conflict
pc-27,429,conflict
pc-27,442,conflict
pc-27,474,conflict
pc-27,9,maybe
pc-27,45,maybe
pc-27,107,maybe
pc-27,146,maybe
pc-27,245,maybe
pc-27,273,maybe
pc-27,378,maybe
pc-27,422,maybe
pc-27,448,maybe
pc-27,515,maybe
pc-27,159,yes
pc-27,171,yes
pc-27,391,yes
pc-28,460,maybe
pc-28,185,yes
pc-28,219,yes
pc-28,326,yes
pc-28,459,yes
pc-29,108,conflict
pc-29,516,conflict
pc-29,36,maybe
pc-29,77,maybe
pc-29,82,maybe
pc-29,152,maybe
pc-29,279,maybe
pc-29,285,maybe
pc-29,300,maybe
pc-29,398,maybe
pc-29,418,maybe
pc-29,422,maybe
pc-29,434,maybe
pc-29,477,maybe
pc-29,478,maybe
pc-29,497,maybe
pc-29,509,maybe
pc-29,520,maybe
pc-29,273,yes
pc-29,274,yes
pc-29,323,yes
pc-29,356,yes
pc-29,391,yes
pc-29,483,yes
pc-29,484,yes
pc-30,109,conflict
pc-30,304,conflict
pc-30,434,conflict
pc-30,346,maybe
pc-30,354,maybe
pc-30,381,maybe
pc-30,384,maybe
pc-30,458,maybe
pc-30,361,yes
pc-30,405,yes
pc-30,493,yes
pc-30,518,yes
pc-31,155,yes
pc-31,197,yes
pc-31,394,yes
pc-31,430,yes
pc-31,460,yes
pc-31,461,yes
pc-32,20,conflict
pc-32,86,conflict
pc-32,115,conflict
pc-32,224,conflict
pc-32,292,conflict
pc-32,354,conflict
pc-32,410,conflict
pc-32,437,conflict
pc-32,439,conflict
pc-32,503,conflict
pc-32,53,maybe
pc-32,76,maybe
pc-32,109,maybe
pc-32,164,maybe
pc-32,172,maybe
pc-32,205,maybe
pc-32,267,maybe
pc-32,319,maybe
pc-32,336,maybe
pc-32,339,maybe
pc-32,350,maybe
pc-32,363,maybe
pc-32,387,maybe
pc-32,396,maybe
pc-32,459,maybe
pc-32,466,maybe
pc-32,518,maybe
pc-32,524,maybe
pc-32,30,yes
pc-32,42,yes
pc-32,117,yes
pc-32,176,yes
pc-32,200,yes
pc-32,212,yes
pc-32,213,yes
pc-32,234,yes
pc-32,253,yes
pc-32,321,yes
pc-32,327,yes
pc-32,346,yes
pc-32,361,yes
pc-32,381,yes
pc-32,384,yes
pc-32,405,yes
pc-32,438,yes
pc-32,453,yes
pc-32,458,yes
pc-32,462,yes
pc-32,493,yes
pc-33,121,conflict
pc-33,16,maybe
pc-33,112,maybe
pc-33,193,maybe
pc-33,246,maybe
pc-33,270,maybe
pc-33,279,maybe
pc-33,326,maybe
pc-33,385,maybe
pc-33,411,maybe
pc-33,443,maybe
pc-33,459,maybe
pc-33,494,maybe
pc-33,505,maybe
pc-33,35,yes
pc-33,54,yes
pc-33,73,yes
pc-33,131,yes
pc-33,217,yes
pc-33,263,yes
pc-33,277,yes
pc-33,310,yes
pc-33,332,yes
pc-33,336,yes
pc-33,351,yes
pc-33,406,yes
pc-33,425,yes
pc-33,472,yes
pc-33,498,yes
pc-33,504,yes
pc-33,509,yes
pc-34,23,conflict
pc-34,147,conflict
pc-34,446,conflict
pc-34,471,conflict
pc-34,488,conflict
pc-34,18,maybe
pc-34,25,maybe
pc-34,64,maybe
pc-34,102,maybe
pc-34,104,maybe
pc-34,118,maybe
pc-34,143,maybe
pc-34,160,maybe
pc-34,190,maybe
pc-34,510,maybe
pc-34,13,yes
pc-34,137,yes
pc-34,282,yes
pc-34,314,yes
pc-34,331,yes
pc-34,347,yes
pc-34,383,yes
pc-34,410,yes
pc-34,435,yes
pc-34,447,yes
pc-34,449,yes
pc-34,481,yes
pc-35,98,conflict
pc-35,115,conflict
pc-35,42,maybe
pc-35,176,maybe
pc-35,405,maybe
pc-35,458,maybe
pc-35,462,maybe
pc-35,466,maybe
pc-35,200,yes
pc-35,319,yes
pc-35,321,yes
pc-35,327,yes
pc-35,339,yes
pc-35,354,yes
pc-35,381,yes
pc-36,42,conflict
pc-36,174,conflict
pc-36,176,conflict
pc-36,327,conflict
pc-36,346,conflict
pc-36,47,maybe
pc-36,109,maybe
pc-36,115,maybe
pc-36,164,maybe
pc-36,172,maybe
pc-36,182,maybe
pc-36,200,maybe
pc-36,202,maybe
pc-36,212,maybe
pc-36,213,maybe
pc-36,253,maybe
pc-36,255,maybe
pc-36,279,maybe
pc-36,319,maybe
pc-36,321,maybe
pc-36,339,maybe
pc-36,361,maybe
pc-36,363,maybe
pc-36,381,maybe
pc-36,396,maybe
pc-36,414,maybe
pc-36,458,maybe
pc-36,466,maybe
pc-36,487,maybe
pc-36,493,maybe
pc-36,505,maybe
pc-36,72,yes
pc-36,304,yes
pc-36,354,yes
pc-36,405,yes
pc-36,462,yes
pc-37,200,maybe
pc-37,381,maybe
pc-37,461,maybe
pc-37,137,yes
pc-37,173,yes
pc-37,197,yes
pc-37,321,yes
pc-37,428,yes
pc-37,438,yes
pc-37,463,yes
pc-37,483,yes
pc-38,361,conflict
pc-38,453,conflict
pc-38,518,conflict
pc-38,60,maybe
pc-38,74,maybe
pc-38,194,maybe
pc-38,277,maybe
pc-38,332,maybe
pc-38,343,maybe
pc-38,352,maybe
pc-38,372,maybe
pc-38,394,maybe
pc-38,473,maybe
pc-38,507,maybe
pc-38,1,yes
pc-38,26,yes
pc-38,128,yes
pc-38,187,yes
pc-38,351,yes
pc-38,491,yes
pc-38,519,yes
pc-39,136,conflict
pc-39,256,conflict
pc-39,398,conflict
pc-39,113,maybe
pc-39,118,maybe
pc-39,221,maybe
pc-39,225,maybe
pc-39,373,maybe
pc-39,375,maybe
pc-39,391,maybe
pc-39,424,maybe
pc-39,437,maybe
pc-39,459,maybe
pc-39,31,yes
pc-39,38,yes
pc-39,70,yes
pc-39,105,yes
pc-39,149,yes
pc-39,151,yes
pc-39,163,yes
pc-39,185,yes
pc-39,215,yes
pc-39,220,yes
pc-39,307,yes
pc-39,388,yes
pc-39,395,yes
pc-39,479,yes
pc-39,485,yes
pc-39,502,yes
pc-39,511,yes
pc-40,12,conflict
pc-40,70,conflict
pc-40,120,conflict
pc-40,155,conflict
pc-40,186,conflict
pc-40,249,conflict
pc-40,278,conflict
pc-40,280,conflict
pc-40,355,conflict
pc-40,27,maybe
pc-40,42,maybe
pc-40,121,maybe
pc-40,132,maybe
pc-40,197,maybe
pc-40,255,maybe
pc-40,267,maybe
pc-40,424,maybe
pc-40,437,maybe
pc-40,479,maybe
pc-40,501,maybe
pc-40,53,yes
pc-40,56,yes
pc-40,468,yes
pc-41,31,conflict
pc-41,115,conflict
pc-41,176,conflict
pc-41,190,conflict
pc-41,248,conflict
pc-41,321,conflict
pc-41,327,conflict
pc-41,423,conflict
pc-41,505,conflict
pc-41,164,maybe
pc-41,200,maybe
pc-41,202,maybe
pc-41,253,maybe
pc-41,255,maybe
pc-41,304,maybe
pc-41,319,maybe
pc-41,354,maybe
pc-41,363,maybe
pc-41,414,maybe
pc-41,428,maybe
pc-41,458,maybe
pc-41,462,maybe
pc-41,466,maybe
pc-41,487,maybe
pc-41,488,maybe
pc-41,493,maybe
pc-41,42,yes
pc-41,213,yes
pc-41,381,yes
pc-41,405,yes
pc-42,35,conflict
pc-42,153,conflict
pc-42,182,conflict
pc-42,198,conflict
pc-42,437,conflict
pc-42,185,maybe
pc-42,187,maybe
pc-42,326,maybe
pc-42,392,maybe
pc-42,424,maybe
pc-42,426,maybe
pc-42,68,yes
pc-42,135,yes
pc-42,217,yes
pc-42,220,yes
pc-42,335,yes
pc-42,367,yes
pc-42,402,yes
pc-42,410,yes
pc-42,444,yes
pc-42,476,yes
pc-43,5,yes
pc-43,15,yes
pc-43,101,yes
pc-43,119,yes
pc-43,134,yes
pc-43,149,yes
pc-43,197,yes
pc-43,198,yes
pc-43,201,yes
pc-43,378,yes
pc-43,388,yes
pc-43,436,yes
pc-43,438,yes
pc-43,473,yes
pc-43,517,yes
pc-43,526,yes
pc-44,136,conflict
pc-44,256,conflict
pc-44,290,conflict
pc-44,398,conflict
pc-44,10,maybe
pc-44,12,maybe
pc-44,16,maybe
pc-44,65,maybe
pc-44,112,maybe
pc-44,131,maybe
pc-44,143,maybe
pc-44,254,maybe
pc-44,266,maybe
pc-44,268,maybe
pc-44,270,maybe
pc-44,276,maybe
pc-44,326,maybe
pc-44,379,maybe
pc-44,494,maybe
pc-44,43,yes
pc-44,73,yes
pc-44,113,yes
pc-44,114,yes
pc-44,123,yes
pc-44,145,yes
pc-44,157,yes
pc-44,181,yes
pc-44,193,yes
pc-44,217,yes
pc-44,220,yes
pc-44,225,yes
pc-44,233,yes
pc-44,239,yes
pc-44,246,yes
pc-44,334,yes
pc-44,406,yes
pc-44,443,yes
pc-44,465,yes
pc-44,476,yes
pc-45,400,conflict
pc-45,10,maybe
pc-45,43,maybe
pc-45,54,maybe
pc-45,73,maybe
pc-45,112,maybe
pc-45,131,maybe
pc-45,153,maybe
pc-45,157,maybe
pc-45,179,maybe
pc-45,200,maybe
pc-45,226,maybe
pc-45,246,maybe
pc-45,491,maybe
pc-45,494,maybe
pc-45,16,yes
pc-45,44,yes
pc-45,74,yes
pc-45,83,yes
pc-45,155,yes
pc-45,173,yes
pc-45,181,yes
pc-45,193,yes
pc-45,224,yes
pc-45,293,yes
pc-45,303,yes
pc-45,340,yes
pc-45,343,yes
pc-45,365,yes
pc-45,403,yes
pc-45,425,yes
pc-45,471,yes
pc-45,473,yes
pc-45,475,yes
pc-45,507,yes
pc-46,31,conflict
pc-46,71,conflict
pc-46,176,conflict
pc-46,190,conflict
pc-46,248,conflict
pc-46,321,conflict
pc-46,423,conflict
pc-46,505,conflict
pc-46,39,maybe
pc-46,164,maybe
pc-46,201,maybe
pc-46,254,maybe
pc-46,327,maybe
pc-46,341,maybe
pc-46,363,maybe
pc-46,428,maybe
pc-46,438,maybe
pc-46,493,maybe
pc-46,42,yes
pc-46,111,yes
pc-46,200,yes
pc-46,354,yes
pc-46,381,yes
pc-46,405,yes
pc-46,458,yes
pc-46,462,yes
pc-46,466,yes
pc-46,473,yes
pc-47,13,conflict
pc-47,31,conflict
pc-47,59,conflict
pc-47,71,conflict
pc-47,87,conflict
pc-47,173,conflict
pc-47,191,conflict
pc-47,196,conflict
pc-47,197,conflict
pc-47,211,conflict
pc-47,341,conflict
pc-47,436,conflict
pc-47,438,conflict
pc-47,488,conflict
pc-47,12,maybe
pc-47,18,maybe
pc-47,25,maybe
pc-47,50,maybe
pc-47,64,maybe
pc-47,74,maybe
pc-47,98,maybe
pc-47,111,maybe
pc-47,120,maybe
pc-47,154,maybe
pc-47,192,maybe
pc-47,203,maybe
pc-47,222,maybe
pc-47,287,maybe
pc-47,313,maybe
pc-47,314,maybe
pc-47,316,maybe
pc-47,383,maybe
pc-47,384,maybe
pc-47,410,maybe
pc-47,447,maybe
pc-47,454,maybe
pc-47,463,maybe
pc-47,473,maybe
pc-47,510,maybe
pc-47,15,yes
pc-47,102,yes
pc-47,118,yes
pc-47,137,yes
pc-47,147,yes
pc-47,178,yes
pc-47,282,yes
pc-47,289,yes
pc-47,435,yes
pc-47,449,yes
pc-48,170,conflict
pc-48,52,maybe
pc-48,65,maybe
pc-48,75,maybe
pc-48,167,maybe
pc-48,364,maybe
pc-48,2,yes
pc-48,393,yes
pc-49,63,conflict
pc-49,408,conflict
pc-49,10,maybe
pc-49,29,maybe
pc-49,113,maybe
pc-49,246,maybe
pc-49,357,maybe
pc-49,359,maybe
pc-49,376,maybe
pc-49,478,maybe
pc-49,480,maybe
pc-50,28,conflict
pc-50,153,conflict
pc-50,344,conflict
pc-50,366,conflict
pc-50,434,conflict
pc-50,474,conflict
pc-50,492,conflict
pc-50,212,maybe
pc-50,327,maybe
pc-50,346,maybe
pc-50,458,maybe
pc-50,462,maybe
pc-50,493,maybe
pc-50,505,maybe
pc-50,42,yes
pc-50,176,yes
pc-50,200,yes
pc-50,208,yes
pc-50,234,yes
pc-50,253,yes
pc-50,321,yes
pc-50,354,yes
pc-50,361,yes
pc-50,363,yes
pc-50,381,yes
pc-50,405,yes
pc-50,453,yes
pc-51,140,conflict
pc-51,429,conflict
pc-51,101,maybe
pc-51,133,maybe
pc-51,146,maybe
pc-51,222,maybe
pc-51,475,maybe
pc-51,236,yes
pc-51,290,yes
pc-51,318,yes
pc-51,357,yes
pc-51,402,yes
pc-51,473,yes
pc-52,117,conflict
pc-52,200,maybe
pc-52,321,maybe
pc-52,346,maybe
pc-52,381,maybe
pc-52,520,maybe
pc-52,248,yes
pc-52,338,yes
pc-52,353,yes
pc-52,434,yes
pc-52,459,yes
pc-53,35,conflict
pc-53,92,conflict
pc-53,212,conflict
pc-53,222,conflict
pc-53,27,maybe
pc-53,113,maybe
pc-53,145,maybe
pc-53,205,maybe
pc-53,250,maybe
pc-53,267,maybe
pc-53,334,maybe
pc-53,364,maybe
pc-53,428,maybe
pc-53,451,maybe
pc-53,525,maybe
pc-53,178,yes
pc-53,273,yes
pc-53,300,yes
pc-53,339,yes
pc-53,348,yes
pc-53,366,yes
pc-53,375,yes
pc-53,406,yes
pc-53,413,yes
pc-53,426,yes
pc-53,438,yes
pc-53,455,yes
pc-53,476,yes
pc-53,522,yes
pc-54,230,conflict
pc-54,4,yes
pc-54,41,yes
pc-54,45,yes
pc-54,48,yes
pc-54,71,yes
pc-54,146,yes
pc-54,171,yes
pc-54,180,yes
pc-54,199,yes
pc-54,222,yes
pc-54,265,yes
pc-54,287,yes
pc-54,302,yes
pc-54,341,yes
pc-54,464,yes
pc-55,319,maybe
pc-55,322,maybe
pc-55,384,maybe
pc-55,1,yes
pc-55,18,yes
pc-55,30,yes
pc-55,98,yes
pc-55,176,yes
pc-55,179,yes
pc-55,200,yes
pc-55,240,yes
pc-55,253,yes
pc-55,321,yes
pc-55,327,yes
pc-55,444,yes
pc-56,27,conflict
pc-56,501,conflict
pc-56,76,yes
pc-57,181,conflict
pc-57,206,conflict
pc-57,126,maybe
pc-57,196,maybe
pc-57,238,maybe
pc-57,339,maybe
pc-57,358,maybe
pc-57,408,maybe
pc-57,457,maybe
pc-57,479,maybe
pc-57,76,yes
pc-57,208,yes
pc-57,234,yes
pc-57,346,yes
pc-57,453,yes
pc-57,524,yes
pc-58,78,conflict
pc-58,110,conflict
pc-58,236,conflict
pc-58,270,conflict
pc-58,275,conflict
pc-58,305,conflict
pc-58,322,conflict
pc-58,334,conflict
pc-58,443,conflict
pc-58,459,conflict
pc-58,83,maybe
pc-58,195,maybe
pc-58,218,maybe
pc-58,336,maybe
pc-58,348,maybe
pc-58,388,maybe
pc-58,277,yes
pc-58,310,yes
pc-58,332,yes
pc-58,351,yes
pc-58,498,yes
pc-58,520,yes
pc-59,105,yes
pc-59,110,yes
pc-59,124,yes
pc-59,163,yes
pc-59,225,yes
pc-59,236,yes
pc-59,256,yes
pc-59,326,yes
pc-59,404,yes
pc-59,420,yes
pc-59,485,yes
pc-60,2,conflict
pc-60,52,maybe
pc-60,73,maybe
pc-60,136,maybe
pc-60,217,maybe
pc-60,233,maybe
pc-60,243,maybe
pc-60,389,maybe
pc-60,393,maybe
pc-60,421,maybe
pc-60,443,maybe
pc-60,472,maybe
pc-60,29,yes
pc-60,75,yes
pc-60,156,yes
pc-60,162,yes
pc-60,167,yes
pc-60,276,yes
pc-61,126,conflict
pc-61,204,conflict
pc-61,218,conflict
pc-61,326,conflict
pc-61,368,conflict
pc-61,371,conflict
pc-61,76,maybe
pc-61,94,maybe
pc-61,110,maybe
pc-61,116,maybe
pc-61,281,maybe
pc-61,348,maybe
pc-61,390,maybe
pc-61,429,maybe
pc-61,459,maybe
pc-61,471,maybe
pc-61,498,maybe
pc-61,19,yes
pc-61,23,yes
pc-61,219,yes
pc-61,234,yes
pc-61,248,yes
pc-61,293,yes
pc-61,353,yes
pc-61,388,yes
pc-61,438,yes
pc-61,482,yes
pc-61,485,yes
pc-61,520,yes
pc-62,189,conflict
pc-62,345,conflict
pc-62,390,conflict
pc-62,414,conflict
pc-62,483,conflict
pc-62,261,maybe
pc-62,382,maybe
pc-62,300,yes
pc-62,362,yes
pc-62,448,yes
pc-63,12,conflict
pc-63,15,conflict
pc-63,46,conflict
pc-63,47,conflict
pc-63,55,conflict
pc-63,61,conflict
pc-63,70,conflict
pc-63,85,conflict
pc-63,95,conflict
pc-63,125,conflict
pc-63,148,conflict
pc-63,151,conflict
pc-63,155,conflict
pc-63,169,conflict
pc-63,182,conflict
pc-63,186,conflict
pc-63,213,conflict
pc-63,238,conflict
pc-63,249,conflict
pc-63,254,conflict
pc-63,263,conflict
pc-63,331,conflict
pc-63,332,conflict
pc-63,336,conflict
pc-63,351,conflict
pc-63,366,conflict
pc-63,385,conflict
pc-63,438,conflict
pc-63,446,conflict
pc-63,471,conflict
pc-63,474,conflict
pc-63,487,conflict
pc-63,523,conflict
pc-63,24,maybe
pc-63,42,maybe
pc-63,94,maybe
pc-63,109,maybe
pc-63,117,maybe
pc-63,212,maybe
pc-63,227,maybe
pc-63,251,maybe
pc-63,322,maybe
pc-63,361,maybe
pc-63,374,maybe
pc-63,396,maybe
pc-63,458,maybe
pc-63,486,maybe
pc-63,496,maybe
pc-63,32,yes
pc-63,33,yes
pc-63,51,yes
pc-63,53,yes
pc-63,115,yes
pc-63,172,yes
pc-63,205,yes
pc-63,255,yes
pc-63,321,yes
pc-63,363,yes
pc-63,397,yes
pc-63,442,yes
pc-63,500,yes
pc-63,505,yes
pc-63,518,yes
pc-64,255,conflict
pc-64,279,conflict
pc-64,319,conflict
pc-64,339,conflict
pc-64,460,conflict
pc-64,28,maybe
pc-64,34,maybe
pc-64,84,maybe
pc-64,96,maybe
pc-64,125,maybe
pc-64,172,maybe
pc-64,212,maybe
pc-64,236,maybe
pc-64,322,maybe
pc-64,402,maybe
pc-64,442,maybe
pc-64,35,yes
pc-64,109,yes
pc-64,115,yes
pc-64,124,yes
pc-64,144,yes
pc-64,150,yes
pc-64,170,yes
pc-64,182,yes
pc-64,205,yes
pc-64,220,yes
pc-64,238,yes
pc-64,397,yes
pc-64,404,yes
pc-64,420,yes
pc-64,426,yes
pc-64,437,yes
pc-64,487,yes
pc-65,73,conflict
pc-65,180,conflict
pc-65,76,maybe
pc-65,155,maybe
pc-65,156,maybe
pc-65,217,maybe
pc-65,266,maybe
pc-65,355,maybe
pc-65,364,maybe
pc-65,406,maybe
pc-65,443,maybe
pc-65,2,yes
pc-65,24,yes
pc-65,35,yes
pc-65,52,yes
pc-65,53,yes
pc-65,56,yes
pc-65,75,yes
pc-65,113,yes
pc-65,123,yes
pc-65,280,yes
pc-65,334,yes
pc-65,349,yes
pc-65,393,yes
pc-65,479,yes
pc-65,523,yes
pc-66,31,maybe
pc-66,38,maybe
pc-66,149,maybe
pc-66,360,maybe
pc-66,451,maybe
pc-66,468,maybe
pc-66,483,maybe
pc-66,485,maybe
pc-66,81,yes
pc-66,163,yes
pc-66,420,yes
pc-67,9,conflict
pc-67,44,conflict
pc-67,84,conflict
pc-67,213,conflict
pc-67,224,conflict
pc-67,230,conflict
pc-67,303,conflict
pc-67,381,conflict
pc-67,427,conflict
pc-67,489,conflict
pc-67,5,maybe
pc-67,16,maybe
pc-67,45,maybe
pc-67,74,maybe
pc-67,107,maybe
pc-67,116,maybe
pc-67,130,maybe
pc-67,140,maybe
pc-67,160,maybe
pc-67,171,maybe
pc-67,205,maybe
pc-67,253,maybe
pc-67,260,maybe
pc-67,290,maybe
pc-67,292,maybe
pc-67,309,maybe
pc-67,317,maybe
pc-67,397,maybe
pc-67,418,maybe
pc-67,474,maybe
pc-67,500,maybe
pc-67,514,maybe
pc-67,519,maybe
pc-67,41,yes
pc-67,48,yes
pc-67,83,yes
pc-67,146,yes
pc-67,215,yes
pc-67,245,yes
pc-67,294,yes
pc-67,307,yes
pc-67,352,yes
pc-67,399,yes
pc-67,422,yes
pc-67,475,yes
pc-68,7,maybe
pc-68,69,maybe
pc-68,80,maybe
pc-68,132,maybe
pc-68,139,maybe
pc-68,145,maybe
pc-68,148,maybe
pc-68,218,maybe
pc-68,226,maybe
pc-68,276,maybe
pc-68,277,maybe
pc-68,322,maybe
pc-68,332,maybe
pc-68,336,maybe
pc-68,370,maybe
pc-68,403,maybe
pc-68,420,maybe
pc-68,424,maybe
pc-68,443,maybe
pc-68,452,maybe
pc-68,479,maybe
pc-68,494,maybe
pc-68,498,maybe
pc-68,510,maybe
pc-68,27,yes
pc-68,43,yes
pc-68,75,yes
pc-68,84,yes
pc-68,113,yes
pc-68,220,yes
pc-68,225,yes
pc-68,268,yes
pc-68,288,yes
pc-68,351,yes
pc-68,499,yes
pc-69,22,conflict
pc-69,60,conflict
pc-69,86,conflict
pc-69,114,conflict
pc-69,146,conflict
pc-69,240,conflict
pc-69,241,conflict
pc-69,290,conflict
pc-69,298,conflict
pc-69,320,conflict
pc-69,357,conflict
pc-69,367,conflict
pc-69,411,conflict
pc-69,421,conflict
pc-69,431,conflict
pc-69,522,conflict
pc-69,456,maybe
pc-69,10,yes
pc-69,144,yes
pc-69,218,yes
pc-69,226,yes
pc-69,318,yes
pc-69,322,yes
pc-69,472,yes
pc-69,499,yes
pc-70,13,conflict
pc-70,31,conflict
pc-70,71,conflict
pc-70,83,conflict
pc-70,173,conflict
pc-70,189,conflict
pc-70,197,conflict
pc-70,211,conflict
pc-70,221,conflict
pc-70,232,conflict
pc-70,341,conflict
pc-70,345,conflict
pc-70,390,conflict
pc-70,476,conflict
pc-70,483,conflict
pc-70,11,maybe
pc-70,76,maybe
pc-70,129,maybe
pc-70,162,maybe
pc-70,185,maybe
pc-70,186,maybe
pc-70,243,maybe
pc-70,379,maybe
pc-70,398,maybe
pc-70,400,maybe
pc-70,419,maybe
pc-70,448,maybe
pc-70,456,maybe
pc-70,472,maybe
pc-70,499,maybe
pc-70,504,maybe
pc-70,509,maybe
pc-70,511,maybe
pc-70,92,yes
pc-70,114,yes
pc-70,175,yes
pc-70,340,yes
pc-70,380,yes
pc-70,425,yes
pc-70,485,yes
pc-70,497,yes
pc-71,75,conflict
pc-71,149,conflict
pc-71,153,conflict
pc-71,231,conflict
pc-71,276,conflict
pc-71,344,conflict
pc-71,432,conflict
pc-71,492,conflict
pc-71,83,maybe
pc-71,88,maybe
pc-71,349,maybe
pc-71,400,maybe
pc-71,403,maybe
pc-71,471,maybe
pc-71,495,maybe
pc-71,16,yes
pc-71,43,yes
pc-71,63,yes
pc-71,114,yes
pc-71,220,yes
pc-71,425,yes
pc-71,504,yes
pc-72,167,conflict
pc-72,214,conflict
pc-72,223,conflict
pc-72,231,conflict
pc-72,330,conflict
pc-72,364,conflict
pc-72,373,conflict
pc-72,145,maybe
pc-72,193,maybe
pc-72,300,maybe
pc-72,438,maybe
pc-72,469,maybe
pc-72,496,maybe
pc-72,143,yes
pc-72,339,yes
pc-72,344,yes
pc-72,349,yes
pc-72,420,yes
pc-72,463,yes
pc-72,476,yes
pc-73,105,conflict
pc-73,175,conflict
pc-73,38,maybe
pc-73,185,maybe
pc-73,209,maybe
pc-73,211,maybe
pc-73,229,maybe
pc-73,269,maybe
pc-73,388,maybe
pc-73,390,maybe
pc-73,485,maybe
pc-73,511,maybe
pc-74,185,conflict
pc-74,443,conflict
pc-74,458,conflict
pc-74,495,conflict
pc-74,73,maybe
pc-74,157,maybe
pc-74,193,maybe
pc-74,266,maybe
pc-74,334,maybe
pc-74,411,maybe
pc-74,470,maybe
pc-75,37,maybe
pc-75,43,maybe
pc-75,186,maybe
pc-75,230,maybe
pc-75,261,maybe
pc-75,370,maybe
pc-75,379,maybe
pc-75,398,maybe
pc-75,436,maybe
pc-75,441,maybe
pc-75,468,maybe
pc-75,497,maybe
pc-75,111,yes
pc-75,175,yes
pc-75,211,yes
pc-75,233,yes
pc-75,358,yes
pc-75,373,yes
pc-75,382,yes
pc-75,412,yes
pc-75,448,yes
pc-76,28,conflict
pc-76,32,conflict
pc-76,109,conflict
pc-76,164,conflict
pc-76,194,conflict
pc-76,212,conflict
pc-76,247,conflict
pc-76,251,conflict
pc-76,252,conflict
pc-76,255,conflict
pc-76,304,conflict
pc-76,319,conflict
pc-76,322,conflict
pc-76,339,conflict
pc-76,396,conflict
pc-76,434,conflict
pc-76,443,conflict
pc-76,458,conflict
pc-76,460,conflict
pc-76,46,maybe
pc-76,150,maybe
pc-76,172,maybe
pc-76,182,maybe
pc-76,354,maybe
pc-76,432,maybe
pc-76,34,yes
pc-76,192,yes
pc-76,196,yes
pc-76,222,yes
pc-76,302,yes
pc-76,363,yes
pc-76,381,yes
pc-76,487,yes
pc-77,12,conflict
pc-77,61,conflict
pc-77,70,conflict
pc-77,146,conflict
pc-77,155,conflict
pc-77,186,conflict
pc-77,220,conflict
pc-77,249,conflict
pc-77,298,conflict
pc-77,331,conflict
pc-77,357,conflict
pc-77,366,conflict
pc-77,474,conflict
pc-77,523,conflict
pc-77,82,maybe
pc-77,83,maybe
pc-77,129,maybe
pc-77,232,maybe
pc-77,241,maybe
pc-77,243,maybe
pc-77,290,maybe
pc-77,293,maybe
pc-77,418,maybe
pc-77,431,maybe
pc-77,471,maybe
pc-77,63,yes
pc-77,160,yes
pc-77,181,yes
pc-77,338,yes
pc-77,359,yes
pc-77,370,yes
pc-77,380,yes
pc-77,400,yes
pc-78,68,conflict
pc-78,27,yes
pc-78,33,yes
pc-78,35,yes
pc-78,53,yes
pc-78,56,yes
pc-78,70,yes
pc-78,76,yes
pc-78,120,yes
pc-78,132,yes
pc-78,179,yes
pc-78,185,yes
pc-78,186,yes
pc-78,204,yes
pc-78,244,yes
pc-78,267,yes
pc-78,280,yes
pc-78,319,yes
pc-78,322,yes
pc-78,325,yes
pc-78,348,yes
pc-78,355,yes
pc-78,356,yes
pc-78,424,yes
pc-78,432,yes
pc-78,452,yes
pc-78,477,yes
pc-78,479,yes
pc-78,485,yes
pc-78,490,yes
pc-78,496,yes
pc-79,136,conflict
pc-79,349,conflict
pc-79,456,conflict
pc-79,2,maybe
pc-79,35,maybe
pc-79,52,maybe
pc-79,156,maybe
pc-79,167,maybe
pc-79,193,maybe
pc-79,217,maybe
pc-79,364,maybe
pc-79,389,maybe
pc-79,393,maybe
pc-79,73,yes
pc-80,15,maybe
pc-80,83,maybe
pc-80,221,maybe
pc-80,232,maybe
pc-80,292,maybe
pc-80,436,maybe
pc-80,5,yes
pc-80,31,yes
pc-80,116,yes
pc-80,119,yes
pc-80,134,yes
pc-80,140,yes
pc-80,154,yes
pc-80,178,yes
pc-80,179,yes
pc-80,192,yes
pc-80,197,yes
pc-80,198,yes
pc-80,201,yes
pc-80,222,yes
pc-80,260,yes
pc-80,318,yes
pc-80,371,yes
pc-80,429,yes
pc-80,438,yes
pc-80,463,yes
pc-80,489,yes
pc-80,508,yes
pc-81,34,conflict
pc-81,75,conflict
pc-81,136,conflict
pc-81,231,conflict
pc-81,256,conflict
pc-81,276,conflict
pc-81,290,conflict
pc-81,432,conflict
pc-81,114,maybe
pc-81,382,maybe
pc-81,398,maybe
pc-81,523,maybe
pc-81,113,yes
pc-81,157,yes
pc-81,181,yes
pc-81,220,yes
pc-81,225,yes
pc-81,326,yes
pc-81,349,yes
pc-81,420,yes
pc-82,135,conflict
pc-82,155,conflict
pc-82,161,conflict
pc-82,249,conflict
pc-82,37,yes
pc-82,74,yes
pc-82,158,yes
pc-82,159,yes
pc-82,198,yes
pc-82,201,yes
pc-82,205,yes
pc-82,218,yes
pc-82,275,yes
pc-82,295,yes
pc-82,299,yes
pc-82,329,yes
pc-82,339,yes
pc-82,399,yes
pc-82,436,yes
pc-82,447,yes
pc-82,455,yes
pc-82,524,yes
pc-83,99,conflict
pc-83,282,conflict
pc-83,449,conflict
pc-83,17,maybe
pc-83,41,maybe
pc-83,95,maybe
pc-83,119,maybe
